Date (LT),Hour,NowCast Conc.,AQI,AQI Category,Raw Conc.,Conc. Unit,QC Name
3/13/2023 2:00,2,146.3,198,Unhealthy,147,UG/M3,Valid
3/13/2023 3:00,3,145.6,198,Unhealthy,145,UG/M3,Valid
3/13/2023 4:00,4,143.3,196,Unhealthy,141,UG/M3,Valid
3/13/2023 5:00,5,133.6,191,Unhealthy,124,UG/M3,Valid
3/13/2023 6:00,6,136.4,193,Unhealthy,138,UG/M3,Valid
3/13/2023 7:00,7,139.6,194,Unhealthy,140,UG/M3,Valid
3/13/2023 8:00,8,144.3,197,Unhealthy,160,UG/M3,Valid
3/13/2023 9:00,9,142.6,196,Unhealthy,137,UG/M3,Valid
3/13/2023 10:00,10,136.4,193,Unhealthy,119,UG/M3,Valid
3/13/2023 11:00,11,116.1,182,Unhealthy,93,UG/M3,Valid
3/13/2023 12:00,12,83.4,165,Unhealthy,55,UG/M3,Valid
3/13/2023 13:00,13,79.7,163,Unhealthy,76,UG/M3,Valid
3/13/2023 14:00,14,69.3,158,Unhealthy,59,UG/M3,Valid
3/13/2023 15:00,15,64.1,155,Unhealthy,59,UG/M3,Valid
3/13/2023 16:00,16,64.5,156,Unhealthy,65,UG/M3,Valid
3/13/2023 17:00,17,67.7,157,Unhealthy,71,UG/M3,Valid
3/13/2023 18:00,18,77.8,163,Unhealthy,88,UG/M3,Valid
3/13/2023 19:00,19,90.4,169,Unhealthy,103,UG/M3,Valid
3/13/2023 20:00,20,108.7,178,Unhealthy,127,UG/M3,Valid
3/13/2023 21:00,21,121.3,185,Unhealthy,134,UG/M3,Valid
3/13/2023 22:00,22,143.1,196,Unhealthy,165,UG/M3,Valid
3/13/2023 23:00,23,163.6,214,Very Unhealthy,184,UG/M3,Valid
3/14/2023 0:00,0,174.3,225,Very Unhealthy,185,UG/M3,Valid
3/14/2023 1:00,1,172.1,222,Very Unhealthy,170,UG/M3,Valid
3/14/2023 2:00,2,163,213,Very Unhealthy,154,UG/M3,Valid
3/14/2023 3:00,3,169.5,220,Very Unhealthy,176,UG/M3,Valid
3/14/2023 4:00,4,200.3,250,Very Unhealthy,231,UG/M3,Valid
3/14/2023 5:00,5,184.6,235,Very Unhealthy,169,UG/M3,Valid
3/14/2023 6:00,6,202.3,252,Very Unhealthy,220,UG/M3,Valid
3/14/2023 7:00,7,288.2,338,Hazardous,374,UG/M3,Valid
3/14/2023 8:00,8,292.1,342,Hazardous,296,UG/M3,Valid
3/14/2023 9:00,9,253,303,Hazardous,214,UG/M3,Valid
3/14/2023 10:00,10,216.5,266,Very Unhealthy,180,UG/M3,Valid
3/14/2023 11:00,11,188.2,238,Very Unhealthy,160,UG/M3,Valid
3/14/2023 12:00,12,153.1,204,Very Unhealthy,118,UG/M3,Valid
3/14/2023 13:00,13,123.5,186,Unhealthy,94,UG/M3,Valid
3/14/2023 14:00,14,106.7,177,Unhealthy,90,UG/M3,Valid
3/14/2023 15:00,15,105.3,177,Unhealthy,104,UG/M3,Valid
3/14/2023 16:00,16,102.6,175,Unhealthy,100,UG/M3,Valid
3/14/2023 17:00,17,97.8,173,Unhealthy,93,UG/M3,Valid
3/14/2023 18:00,18,96.3,172,Unhealthy,95,UG/M3,Valid
3/14/2023 19:00,19,99.6,174,Unhealthy,103,UG/M3,Valid
3/14/2023 20:00,20,107.3,178,Unhealthy,115,UG/M3,Valid
3/14/2023 21:00,21,116.6,183,Unhealthy,126,UG/M3,Valid
3/14/2023 22:00,22,118.4,183,Unhealthy,123,UG/M3,Valid
3/14/2023 23:00,23,113.1,181,Unhealthy,111,UG/M3,Valid
3/15/2023 0:00,0,111.8,180,Unhealthy,109,UG/M3,Valid
3/15/2023 1:00,1,112.5,180,Unhealthy,114,UG/M3,Valid
3/15/2023 2:00,2,108.1,178,Unhealthy,96,UG/M3,Valid
3/15/2023 3:00,3,105.9,177,Unhealthy,100,UG/M3,Valid
3/15/2023 4:00,4,102.7,175,Unhealthy,94,UG/M3,Valid
3/15/2023 5:00,5,98.7,173,Unhealthy,90,UG/M3,Valid
3/15/2023 6:00,6,96.2,172,Unhealthy,90,UG/M3,Valid
3/15/2023 7:00,7,111.2,180,Unhealthy,141,UG/M3,Valid
3/15/2023 8:00,8,213.2,263,Very Unhealthy,310,UG/M3,Valid
3/15/2023 9:00,9,197.1,247,Very Unhealthy,181,UG/M3,Valid
3/15/2023 10:00,10,170.5,221,Very Unhealthy,144,UG/M3,Valid
3/15/2023 11:00,11,159.2,210,Very Unhealthy,148,UG/M3,Valid
3/15/2023 12:00,12,133.6,191,Unhealthy,108,UG/M3,Valid
3/15/2023 13:00,13,123.3,186,Unhealthy,113,UG/M3,Valid
3/15/2023 14:00,14,107.1,178,Unhealthy,91,UG/M3,Valid
3/15/2023 15:00,15,102,175,Unhealthy,97,UG/M3,Valid
3/15/2023 16:00,16,95.5,172,Unhealthy,89,UG/M3,Valid
3/15/2023 17:00,17,93.7,171,Unhealthy,92,UG/M3,Valid
3/15/2023 18:00,18,84.3,166,Unhealthy,75,UG/M3,Valid
3/15/2023 19:00,19,82.6,165,Unhealthy,81,UG/M3,Valid
3/15/2023 20:00,20,87.3,167,Unhealthy,92,UG/M3,Valid
3/15/2023 21:00,21,88.6,168,Unhealthy,90,UG/M3,Valid
3/15/2023 22:00,22,86.3,167,Unhealthy,84,UG/M3,Valid
3/15/2023 23:00,23,87.2,167,Unhealthy,88,UG/M3,Valid
3/16/2023 0:00,0,102.3,175,Unhealthy,125,UG/M3,Valid
3/16/2023 1:00,1,96.9,172,Unhealthy,89,UG/M3,Valid
3/16/2023 2:00,2,126.2,188,Unhealthy,155,UG/M3,Valid
3/16/2023 3:00,3,141.1,195,Unhealthy,156,UG/M3,Valid
3/16/2023 4:00,4,145.5,197,Unhealthy,150,UG/M3,Valid
3/16/2023 5:00,5,180.3,231,Very Unhealthy,215,UG/M3,Valid
3/16/2023 6:00,6,176.1,226,Very Unhealthy,172,UG/M3,Valid
3/16/2023 7:00,7,167,217,Very Unhealthy,158,UG/M3,Valid
3/16/2023 8:00,8,139,194,Unhealthy,111,UG/M3,Valid
3/16/2023 9:00,9,113,181,Unhealthy,87,UG/M3,Valid
3/16/2023 10:00,10,96,172,Unhealthy,79,UG/M3,Valid
3/16/2023 11:00,11,92,170,Unhealthy,88,UG/M3,Valid
3/16/2023 12:00,12,102.5,175,Unhealthy,113,UG/M3,Valid
3/16/2023 13:00,13,114.2,181,Unhealthy,126,UG/M3,Valid
3/16/2023 14:00,14,108.1,178,Unhealthy,102,UG/M3,Valid
3/16/2023 15:00,15,102.5,175,Unhealthy,97,UG/M3,Valid
3/16/2023 16:00,16,111.2,180,Unhealthy,120,UG/M3,Valid
3/16/2023 17:00,17,108.6,178,Unhealthy,106,UG/M3,Valid
3/16/2023 18:00,18,107.8,178,Unhealthy,107,UG/M3,Valid
3/16/2023 19:00,19,119,184,Unhealthy,135,UG/M3,Valid
3/16/2023 20:00,20,150.7,201,Very Unhealthy,180,UG/M3,Valid
3/16/2023 21:00,21,151.8,202,Very Unhealthy,153,UG/M3,Valid
3/16/2023 22:00,22,147.9,199,Unhealthy,144,UG/M3,Valid
3/16/2023 23:00,23,158.7,209,Very Unhealthy,172,UG/M3,Valid
3/17/2023 0:00,0,158.4,209,Very Unhealthy,158,UG/M3,Valid
3/17/2023 1:00,1,149.9,200,Unhealthy,140,UG/M3,Valid
3/17/2023 2:00,2,151.3,202,Very Unhealthy,153,UG/M3,Valid
3/17/2023 3:00,3,192.1,242,Very Unhealthy,233,UG/M3,Valid
3/17/2023 4:00,4,139,194,Unhealthy,86,UG/M3,Valid
3/17/2023 5:00,5,105,177,Unhealthy,71,UG/M3,Valid
3/17/2023 6:00,6,94.5,171,Unhealthy,84,UG/M3,Valid
3/17/2023 7:00,7,100.2,174,Unhealthy,106,UG/M3,Valid
3/17/2023 8:00,8,111.1,180,Unhealthy,122,UG/M3,Valid
3/17/2023 9:00,9,111.5,180,Unhealthy,112,UG/M3,Valid
3/17/2023 10:00,10,111.2,180,Unhealthy,111,UG/M3,Valid
3/17/2023 11:00,11,139.1,194,Unhealthy,167,UG/M3,Valid
3/17/2023 12:00,12,306.6,357,Hazardous,474,UG/M3,Valid
3/17/2023 13:00,13,604.8,569,Hazardous,903,UG/M3,Valid
3/17/2023 14:00,14,380.4,421,Hazardous,156,UG/M3,Valid
3/17/2023 15:00,15,223.2,273,Very Unhealthy,66,UG/M3,Valid
3/17/2023 16:00,16,150.1,200,Unhealthy,77,UG/M3,Valid
3/17/2023 17:00,17,115.5,182,Unhealthy,81,UG/M3,Valid
3/17/2023 18:00,18,92.2,170,Unhealthy,69,UG/M3,Valid
3/17/2023 19:00,19,85.1,166,Unhealthy,78,UG/M3,Valid
3/17/2023 20:00,20,98,173,Unhealthy,111,UG/M3,Valid
3/17/2023 21:00,21,120,184,Unhealthy,142,UG/M3,Valid
3/17/2023 22:00,22,124,186,Unhealthy,128,UG/M3,Valid
3/17/2023 23:00,23,131,190,Unhealthy,138,UG/M3,Valid
3/18/2023 0:00,0,134.4,192,Unhealthy,138,UG/M3,Valid
3/18/2023 1:00,1,138.1,194,Unhealthy,142,UG/M3,Valid
3/18/2023 2:00,2,140.5,195,Unhealthy,143,UG/M3,Valid
3/18/2023 3:00,3,117.7,183,Unhealthy,95,UG/M3,Valid
3/18/2023 4:00,4,96.3,172,Unhealthy,75,UG/M3,Valid
3/18/2023 5:00,5,87.6,168,Unhealthy,79,UG/M3,Valid
3/18/2023 6:00,6,84.2,166,Unhealthy,79,UG/M3,Valid
3/18/2023 7:00,7,85,166,Unhealthy,86,UG/M3,Valid
3/18/2023 8:00,8,81.6,164,Unhealthy,78,UG/M3,Valid
3/18/2023 9:00,9,78.9,163,Unhealthy,76,UG/M3,Valid
3/18/2023 10:00,10,78.5,163,Unhealthy,78,UG/M3,Valid
3/18/2023 11:00,11,78.7,163,Unhealthy,79,UG/M3,Valid
3/18/2023 12:00,12,72.3,160,Unhealthy,66,UG/M3,Valid
3/18/2023 13:00,13,69.6,158,Unhealthy,67,UG/M3,Valid
3/18/2023 14:00,14,73.2,160,Unhealthy,75,UG/M3,Valid
3/18/2023 15:00,15,75.2,161,Unhealthy,80,UG/M3,Valid
3/18/2023 16:00,16,84.2,166,Unhealthy,101,UG/M3,Valid
3/18/2023 17:00,17,93,170,Unhealthy,106,UG/M3,Valid
3/18/2023 18:00,18,94.9,171,Unhealthy,98,UG/M3,Valid
3/18/2023 19:00,19,98.3,173,Unhealthy,104,UG/M3,Valid
3/18/2023 20:00,20,121.9,185,Unhealthy,143,UG/M3,Valid
3/18/2023 21:00,21,138.9,194,Unhealthy,156,UG/M3,Valid
3/18/2023 22:00,22,145.9,198,Unhealthy,153,UG/M3,Valid
3/18/2023 23:00,23,148.5,199,Unhealthy,151,UG/M3,Valid
3/19/2023 0:00,0,153.2,204,Very Unhealthy,158,UG/M3,Valid
3/19/2023 1:00,1,142.6,196,Unhealthy,132,UG/M3,Valid
3/19/2023 2:00,2,132.4,191,Unhealthy,122,UG/M3,Valid
3/19/2023 3:00,3,129.3,189,Unhealthy,120,UG/M3,Valid
3/19/2023 4:00,4,123.9,186,Unhealthy,115,UG/M3,Valid
3/19/2023 5:00,5,129.6,189,Unhealthy,139,UG/M3,Valid
3/19/2023 6:00,6,140,195,Unhealthy,159,UG/M3,Valid
3/19/2023 7:00,7,145.5,197,Unhealthy,161,UG/M3,Valid
3/19/2023 8:00,8,149.4,199,Unhealthy,159,UG/M3,Valid
3/19/2023 9:00,9,148.1,199,Unhealthy,145,UG/M3,Valid
3/19/2023 10:00,10,138.7,194,Unhealthy,116,UG/M3,Valid
3/19/2023 11:00,11,120.6,185,Unhealthy,97,UG/M3,Valid
3/19/2023 12:00,12,87,167,Unhealthy,59,UG/M3,Valid
3/19/2023 13:00,13,66.5,157,Unhealthy,46,UG/M3,Valid
3/19/2023 14:00,14,59.7,153,Unhealthy,53,UG/M3,Valid
3/19/2023 15:00,15,56.3,151,Unhealthy,53,UG/M3,Valid
3/19/2023 16:00,16,54.1,147,Unhealthy for Sensitive Groups,52,UG/M3,Valid
3/19/2023 17:00,17,56,151,Unhealthy,58,UG/M3,Valid
3/19/2023 18:00,18,50,137,Unhealthy for Sensitive Groups,44,UG/M3,Valid
3/19/2023 19:00,19,51.9,141,Unhealthy for Sensitive Groups,54,UG/M3,Valid
3/19/2023 20:00,20,55.4,150,Unhealthy for Sensitive Groups,59,UG/M3,Valid
3/19/2023 21:00,21,50.7,138,Unhealthy for Sensitive Groups,46,UG/M3,Valid
3/19/2023 22:00,22,51.3,140,Unhealthy for Sensitive Groups,52,UG/M3,Valid
3/19/2023 23:00,23,57.4,152,Unhealthy,68,UG/M3,Valid
3/20/2023 0:00,0,86.8,167,Unhealthy,114,UG/M3,Valid
3/20/2023 1:00,1,89.9,169,Unhealthy,93,UG/M3,Valid
3/20/2023 2:00,2,87.9,168,Unhealthy,86,UG/M3,Valid
3/20/2023 3:00,3,82.9,165,Unhealthy,78,UG/M3,Valid
3/20/2023 4:00,4,72.9,160,Unhealthy,63,UG/M3,Valid
3/20/2023 5:00,5,64.9,156,Unhealthy,57,UG/M3,Valid
3/20/2023 6:00,6,52.4,143,Unhealthy for Sensitive Groups,40,UG/M3,Valid
3/20/2023 7:00,7,43.2,120,Unhealthy for Sensitive Groups,34,UG/M3,Valid
3/20/2023 8:00,8,45.6,126,Unhealthy for Sensitive Groups,48,UG/M3,Valid
3/20/2023 9:00,9,50.8,139,Unhealthy for Sensitive Groups,56,UG/M3,Valid
3/20/2023 10:00,10,76.9,162,Unhealthy,103,UG/M3,Valid
3/20/2023 11:00,11,81.9,165,Unhealthy,87,UG/M3,Valid
3/20/2023 12:00,12,61.4,154,Unhealthy,41,UG/M3,Valid
3/20/2023 13:00,13,47.7,131,Unhealthy for Sensitive Groups,34,UG/M3,Valid
3/20/2023 14:00,14,88.8,168,Unhealthy,130,UG/M3,Valid
3/20/2023 15:00,15,102.9,175,Unhealthy,117,UG/M3,Valid
3/20/2023 16:00,16,70.9,159,Unhealthy,39,UG/M3,Valid
3/20/2023 17:00,17,56.9,152,Unhealthy,43,UG/M3,Valid
3/20/2023 18:00,18,48.9,134,Unhealthy for Sensitive Groups,41,UG/M3,Valid
3/20/2023 19:00,19,40.9,114,Unhealthy for Sensitive Groups,33,UG/M3,Valid
3/20/2023 20:00,20,37.9,107,Unhealthy for Sensitive Groups,35,UG/M3,Valid
3/20/2023 21:00,21,35.9,102,Unhealthy for Sensitive Groups,34,UG/M3,Valid
3/20/2023 22:00,22,36.9,104,Unhealthy for Sensitive Groups,38,UG/M3,Valid
3/20/2023 23:00,23,64.4,156,Unhealthy,92,UG/M3,Valid
3/21/2023 0:00,0,67.7,157,Unhealthy,71,UG/M3,Valid
3/21/2023 1:00,1,68.3,158,Unhealthy,69,UG/M3,Valid
3/21/2023 2:00,2,61.6,154,Unhealthy,55,UG/M3,Valid
3/21/2023 3:00,3,47.8,131,Unhealthy for Sensitive Groups,34,UG/M3,Valid
3/21/2023 4:00,4,41.9,117,Unhealthy for Sensitive Groups,36,UG/M3,Valid
3/21/2023 5:00,5,107.4,178,Unhealthy,173,UG/M3,Valid
3/21/2023 6:00,6,82.2,165,Unhealthy,57,UG/M3,Valid
3/21/2023 7:00,7,65.6,156,Unhealthy,49,UG/M3,Valid
3/21/2023 8:00,8,59.3,153,Unhealthy,53,UG/M3,Valid
3/21/2023 9:00,9,52.6,143,Unhealthy for Sensitive Groups,46,UG/M3,Valid
3/21/2023 10:00,10,47.8,131,Unhealthy for Sensitive Groups,43,UG/M3,Valid
3/21/2023 11:00,11,55.9,151,Unhealthy,64,UG/M3,Valid
3/21/2023 12:00,12,59.4,153,Unhealthy,63,UG/M3,Valid
3/21/2023 13:00,13,61.7,154,Unhealthy,64,UG/M3,Valid
3/21/2023 14:00,14,87.8,168,Unhealthy,114,UG/M3,Valid
3/21/2023 15:00,15,82.4,165,Unhealthy,77,UG/M3,Valid
3/21/2023 16:00,16,73.7,160,Unhealthy,65,UG/M3,Valid
3/21/2023 17:00,17,70.3,159,Unhealthy,67,UG/M3,Valid
3/21/2023 18:00,18,64.1,155,Unhealthy,58,UG/M3,Valid
3/21/2023 19:00,19,89,168,Unhealthy,114,UG/M3,Valid
3/21/2023 20:00,20,80.5,164,Unhealthy,72,UG/M3,Valid
3/21/2023 21:00,21,70.2,159,Unhealthy,60,UG/M3,Valid
3/21/2023 22:00,22,72.1,160,Unhealthy,74,UG/M3,Valid
3/21/2023 23:00,23,85.3,166,Unhealthy,99,UG/M3,Valid
3/22/2023 0:00,0,85.6,167,Unhealthy,86,UG/M3,Valid
3/22/2023 1:00,1,64.8,156,Unhealthy,44,UG/M3,Valid
3/22/2023 2:00,2,55.9,151,Unhealthy,47,UG/M3,Valid
3/22/2023 3:00,3,46.9,129,Unhealthy for Sensitive Groups,38,UG/M3,Valid
3/22/2023 4:00,4,41.9,117,Unhealthy for Sensitive Groups,37,UG/M3,Valid
3/22/2023 5:00,5,56.9,152,Unhealthy,72,UG/M3,Valid
3/22/2023 6:00,6,45.9,127,Unhealthy for Sensitive Groups,35,UG/M3,Valid
3/22/2023 7:00,7,54.9,149,Unhealthy for Sensitive Groups,64,UG/M3,Valid
3/22/2023 8:00,8,51.9,141,Unhealthy for Sensitive Groups,49,UG/M3,Valid
3/22/2023 9:00,9,43.9,122,Unhealthy for Sensitive Groups,36,UG/M3,Valid
3/22/2023 10:00,10,48.4,133,Unhealthy for Sensitive Groups,53,UG/M3,Valid
3/22/2023 11:00,11,56.7,152,Unhealthy,65,UG/M3,Valid
3/22/2023 12:00,12,61.8,154,Unhealthy,67,UG/M3,Valid
3/22/2023 13:00,13,71.9,159,Unhealthy,82,UG/M3,Valid
3/22/2023 14:00,14,67.9,157,Unhealthy,64,UG/M3,Valid
3/22/2023 15:00,15,89.4,169,Unhealthy,111,UG/M3,Valid
3/22/2023 16:00,16,101.2,175,Unhealthy,113,UG/M3,Valid
3/22/2023 17:00,17,104.1,176,Unhealthy,107,UG/M3,Valid
3/22/2023 18:00,18,89.5,169,Unhealthy,75,UG/M3,Valid
3/22/2023 19:00,19,87.2,167,Unhealthy,85,UG/M3,Valid
3/22/2023 20:00,20,134.1,192,Unhealthy,181,UG/M3,Valid
3/22/2023 21:00,21,186.6,237,Very Unhealthy,239,UG/M3,Valid
3/22/2023 22:00,22,190.3,240,Very Unhealthy,194,UG/M3,Valid
3/22/2023 23:00,23,158.6,209,Very Unhealthy,127,UG/M3,Valid
3/23/2023 0:00,0,145.3,197,Unhealthy,132,UG/M3,Valid
3/23/2023 1:00,1,128.1,188,Unhealthy,111,UG/M3,Valid
3/23/2023 2:00,2,105.5,177,Unhealthy,83,UG/M3,Valid
3/23/2023 3:00,3,80.2,164,Unhealthy,55,UG/M3,Valid
3/23/2023 4:00,4,64.1,155,Unhealthy,48,UG/M3,Valid
3/23/2023 5:00,5,55.5,151,Unhealthy,47,UG/M3,Valid
3/23/2023 6:00,6,54.2,147,Unhealthy for Sensitive Groups,53,UG/M3,Valid
3/23/2023 7:00,7,59.1,153,Unhealthy,64,UG/M3,Valid
3/23/2023 8:00,8,60.5,154,Unhealthy,62,UG/M3,Valid
3/23/2023 9:00,9,69.7,158,Unhealthy,79,UG/M3,Valid
3/23/2023 10:00,10,75.8,161,Unhealthy,82,UG/M3,Valid
3/23/2023 11:00,11,67.9,157,Unhealthy,60,UG/M3,Valid
3/23/2023 12:00,12,59.9,153,Unhealthy,52,UG/M3,Valid
3/23/2023 13:00,13,59.2,153,Unhealthy,57,UG/M3,Valid
3/23/2023 14:00,14,59.2,153,Unhealthy,59,UG/M3,Valid
3/23/2023 15:00,15,58.2,152,Unhealthy,57,UG/M3,Valid
3/23/2023 16:00,16,59,153,Unhealthy,60,UG/M3,Valid
3/23/2023 17:00,17,61.3,154,Unhealthy,65,UG/M3,Valid
3/23/2023 18:00,18,64.1,155,Unhealthy,69,UG/M3,Valid
3/23/2023 19:00,19,67.7,157,Unhealthy,74,UG/M3,Valid
3/23/2023 20:00,20,65.6,156,Unhealthy,62,UG/M3,Valid
3/23/2023 21:00,21,60.9,154,Unhealthy,53,UG/M3,Valid
3/23/2023 22:00,22,58.5,153,Unhealthy,52,UG/M3,Valid
3/23/2023 23:00,23,59,153,Unhealthy,60,UG/M3,Valid
3/24/2023 0:00,0,54.8,149,Unhealthy for Sensitive Groups,48,UG/M3,Valid
3/24/2023 1:00,1,57.3,152,Unhealthy,62,UG/M3,Valid
3/24/2023 2:00,2,61.4,154,Unhealthy,69,UG/M3,Valid
3/24/2023 3:00,3,63.7,155,Unhealthy,68,UG/M3,Valid
3/24/2023 4:00,4,59.9,153,Unhealthy,53,UG/M3,Valid
3/24/2023 5:00,5,121.1,185,Unhealthy,183,UG/M3,Valid
3/24/2023 6:00,6,149.5,200,Unhealthy,178,UG/M3,Valid
3/24/2023 7:00,7,163.8,214,Very Unhealthy,178,UG/M3,Valid
3/24/2023 8:00,8,209.9,260,Very Unhealthy,256,UG/M3,Valid
3/24/2023 9:00,9,231.4,281,Very Unhealthy,253,UG/M3,Valid
3/24/2023 10:00,10,160.7,211,Very Unhealthy,90,UG/M3,Valid
3/24/2023 11:00,11,108.3,178,Unhealthy,56,UG/M3,Valid
3/24/2023 12:00,12,85.1,166,Unhealthy,62,UG/M3,Valid
3/24/2023 13:00,13,72,160,Unhealthy,59,UG/M3,Valid
3/24/2023 14:00,14,65,156,Unhealthy,58,UG/M3,Valid
3/24/2023 15:00,15,59.5,153,Unhealthy,54,UG/M3,Valid
3/24/2023 16:00,16,56.7,152,Unhealthy,54,UG/M3,Valid
3/24/2023 17:00,17,58.3,152,Unhealthy,60,UG/M3,Valid
3/24/2023 18:00,18,63.1,155,Unhealthy,68,UG/M3,Valid
3/24/2023 19:00,19,66.5,157,Unhealthy,70,UG/M3,Valid
3/24/2023 20:00,20,87.7,168,Unhealthy,109,UG/M3,Valid
3/24/2023 21:00,21,172.3,223,Very Unhealthy,257,UG/M3,Valid
3/24/2023 22:00,22,214.2,264,Very Unhealthy,256,UG/M3,Valid
3/24/2023 23:00,23,231.6,281,Very Unhealthy,249,UG/M3,Valid
3/25/2023 0:00,0,234.8,285,Very Unhealthy,238,UG/M3,Valid
3/25/2023 1:00,1,216.4,266,Very Unhealthy,198,UG/M3,Valid
3/25/2023 2:00,2,194.2,244,Very Unhealthy,172,UG/M3,Valid
3/25/2023 3:00,3,191.6,242,Very Unhealthy,189,UG/M3,Valid
3/25/2023 4:00,4,223.8,274,Very Unhealthy,256,UG/M3,Valid
3/25/2023 5:00,5,201.9,252,Very Unhealthy,180,UG/M3,Valid
3/25/2023 6:00,6,175.9,226,Very Unhealthy,150,UG/M3,Valid
3/25/2023 7:00,7,115.4,182,Unhealthy,55,UG/M3,Valid
3/25/2023 8:00,8,82.7,165,Unhealthy,50,UG/M3,Valid
3/25/2023 9:00,9,68.8,158,Unhealthy,55,UG/M3,Valid
3/25/2023 10:00,10,65.3,156,Unhealthy,62,UG/M3,Valid
3/25/2023 11:00,11,66.1,156,Unhealthy,67,UG/M3,Valid
3/25/2023 12:00,12,67,157,Unhealthy,68,UG/M3,Valid
3/25/2023 13:00,13,67,157,Unhealthy,67,UG/M3,Valid
3/25/2023 14:00,14,86.5,167,Unhealthy,106,UG/M3,Valid
3/25/2023 15:00,15,98.7,173,Unhealthy,111,UG/M3,Valid
3/25/2023 16:00,16,90.3,169,Unhealthy,82,UG/M3,Valid
3/25/2023 17:00,17,80.6,164,Unhealthy,71,UG/M3,Valid
3/25/2023 18:00,18,80.3,164,Unhealthy,80,UG/M3,Valid
3/25/2023 19:00,19,78.6,163,Unhealthy,77,UG/M3,Valid
3/25/2023 20:00,20,69.3,158,Unhealthy,60,UG/M3,Valid
3/25/2023 21:00,21,71.9,159,Unhealthy,74,UG/M3,Valid
3/25/2023 22:00,22,78.8,163,Unhealthy,87,UG/M3,Valid
3/25/2023 23:00,23,104.1,176,Unhealthy,129,UG/M3,Valid
3/26/2023 0:00,0,116.5,182,Unhealthy,129,UG/M3,Valid
3/26/2023 1:00,1,115.3,182,Unhealthy,114,UG/M3,Valid
3/26/2023 2:00,2,132.6,191,Unhealthy,150,UG/M3,Valid
3/26/2023 3:00,3,191.3,241,Very Unhealthy,250,UG/M3,Valid
3/26/2023 4:00,4,213.1,263,Very Unhealthy,235,UG/M3,Valid
3/26/2023 5:00,5,234.1,284,Very Unhealthy,255,UG/M3,Valid
3/26/2023 6:00,6,226.5,276,Very Unhealthy,219,UG/M3,Valid
3/26/2023 7:00,7,135.7,192,Unhealthy,45,UG/M3,Valid
3/26/2023 8:00,8,88.8,168,Unhealthy,42,UG/M3,Valid
3/26/2023 9:00,9,67.4,157,Unhealthy,46,UG/M3,Valid
3/26/2023 10:00,10,63.2,155,Unhealthy,59,UG/M3,Valid
3/26/2023 11:00,11,59.5,153,Unhealthy,56,UG/M3,Valid
3/26/2023 12:00,12,56.7,152,Unhealthy,54,UG/M3,Valid
3/26/2023 13:00,13,53.3,145,Unhealthy for Sensitive Groups,50,UG/M3,Valid
3/26/2023 14:00,14,56.1,151,Unhealthy,59,UG/M3,Valid
3/26/2023 15:00,15,62,154,Unhealthy,68,UG/M3,Valid
3/26/2023 16:00,16,58.5,153,Unhealthy,55,UG/M3,Valid
3/26/2023 17:00,17,60.7,154,Unhealthy,63,UG/M3,Valid
3/26/2023 18:00,18,64,155,Unhealthy,70,UG/M3,Valid
3/26/2023 19:00,19,61.2,154,Unhealthy,57,UG/M3,Valid
3/26/2023 20:00,20,52.1,142,Unhealthy for Sensitive Groups,40,UG/M3,Valid
3/26/2023 21:00,21,51.6,141,Unhealthy for Sensitive Groups,51,UG/M3,Valid
3/26/2023 22:00,22,49.6,136,Unhealthy for Sensitive Groups,47,UG/M3,Valid
3/26/2023 23:00,23,48.9,134,Unhealthy for Sensitive Groups,48,UG/M3,Valid
3/27/2023 0:00,0,46.8,129,Unhealthy for Sensitive Groups,44,UG/M3,Valid
3/27/2023 1:00,1,47.3,130,Unhealthy for Sensitive Groups,48,UG/M3,Valid
3/27/2023 2:00,2,41.7,116,Unhealthy for Sensitive Groups,36,UG/M3,Valid
3/27/2023 3:00,3,39.9,112,Unhealthy for Sensitive Groups,38,UG/M3,Valid
3/27/2023 4:00,4,42.8,119,Unhealthy for Sensitive Groups,46,UG/M3,Valid
3/27/2023 5:00,5,46.8,129,Unhealthy for Sensitive Groups,51,UG/M3,Valid
3/27/2023 6:00,6,49.2,135,Unhealthy for Sensitive Groups,55,UG/M3,Valid
3/27/2023 7:00,7,70.4,159,Unhealthy,90,UG/M3,Valid
3/27/2023 8:00,8,65.7,156,Unhealthy,61,UG/M3,Valid
3/27/2023 9:00,9,74.3,161,Unhealthy,83,UG/M3,Valid
3/27/2023 10:00,10,71.6,159,Unhealthy,69,UG/M3,Valid
3/27/2023 11:00,11,72.3,160,Unhealthy,73,UG/M3,Valid
3/27/2023 12:00,12,77.1,162,Unhealthy,82,UG/M3,Valid
3/27/2023 13:00,13,84.5,166,Unhealthy,92,UG/M3,Valid
3/27/2023 14:00,14,88.8,168,Unhealthy,93,UG/M3,Valid
3/27/2023 15:00,15,85.4,166,Unhealthy,82,UG/M3,Valid
3/27/2023 16:00,16,79.2,163,Unhealthy,72,UG/M3,Valid
3/27/2023 17:00,17,72.8,160,Unhealthy,63,UG/M3,Valid
3/27/2023 18:00,18,76.5,162,Unhealthy,81,UG/M3,Valid
3/27/2023 19:00,19,78,163,Unhealthy,81,UG/M3,Valid
3/27/2023 20:00,20,76.1,162,Unhealthy,72,UG/M3,Valid
3/27/2023 21:00,21,73.4,160,Unhealthy,68,UG/M3,Valid
