Date (LT),Hour,NowCast Conc.,AQI,AQI Category,Raw Conc.,Conc. Unit,QC Name
1/1/2023 1:00,1,297.6,348,Hazardous,340,UG/M3,Valid
1/1/2023 2:00,2,254.8,305,Hazardous,212,UG/M3,Valid
1/1/2023 3:00,3,217.7,268,Very Unhealthy,179,UG/M3,Valid
1/1/2023 4:00,4,199.9,250,Very Unhealthy,180,UG/M3,Valid
1/1/2023 5:00,5,173.7,224,Very Unhealthy,149,UG/M3,Valid
1/1/2023 6:00,6,139.8,195,Unhealthy,106,UG/M3,Valid
1/1/2023 7:00,7,113.9,181,Unhealthy,88,UG/M3,Valid
1/1/2023 8:00,8,101.9,175,Unhealthy,90,UG/M3,Valid
1/1/2023 9:00,9,109.9,179,Unhealthy,118,UG/M3,Valid
1/1/2023 10:00,10,117.4,183,Unhealthy,125,UG/M3,Valid
1/1/2023 11:00,11,141.2,195,Unhealthy,165,UG/M3,Valid
1/1/2023 12:00,12,140.5,195,Unhealthy,140,UG/M3,Valid
1/1/2023 13:00,13,137.2,193,Unhealthy,134,UG/M3,Valid
1/1/2023 14:00,14,128.1,188,Unhealthy,119,UG/M3,Valid
1/1/2023 15:00,15,121.5,185,Unhealthy,115,UG/M3,Valid
1/1/2023 16:00,16,114.6,182,Unhealthy,106,UG/M3,Valid
1/1/2023 17:00,17,116.6,183,Unhealthy,119,UG/M3,Valid
1/1/2023 18:00,18,153.2,204,Very Unhealthy,190,UG/M3,Valid
1/1/2023 19:00,19,251.6,302,Hazardous,350,UG/M3,Valid
1/1/2023 20:00,20,305.3,355,Hazardous,359,UG/M3,Valid
1/1/2023 21:00,21,302.6,353,Hazardous,300,UG/M3,Valid
1/1/2023 22:00,22,263.8,314,Hazardous,225,UG/M3,Valid
1/1/2023 23:00,23,238.9,289,Very Unhealthy,214,UG/M3,Valid
1/2/2023 0:00,0,230.9,281,Very Unhealthy,223,UG/M3,Valid
1/2/2023 1:00,1,219.9,270,Very Unhealthy,209,UG/M3,Valid
1/2/2023 2:00,2,217.5,267,Very Unhealthy,215,UG/M3,Valid
1/2/2023 3:00,3,209.2,259,Very Unhealthy,201,UG/M3,Valid
1/2/2023 4:00,4,217.6,267,Very Unhealthy,226,UG/M3,Valid
1/2/2023 5:00,5,234.3,284,Very Unhealthy,253,UG/M3,Valid
1/2/2023 6:00,6,238,288,Very Unhealthy,244,UG/M3,Valid
1/2/2023 7:00,7,259.1,310,Hazardous,286,UG/M3,Valid
1/2/2023 8:00,8,248.4,298,Very Unhealthy,242,UG/M3,Valid
1/2/2023 9:00,9,221.5,271,Very Unhealthy,176,UG/M3,Valid
1/2/2023 10:00,10,206.2,256,Very Unhealthy,182,UG/M3,Valid
1/2/2023 11:00,11,204.2,254,Very Unhealthy,201,UG/M3,Valid
1/2/2023 12:00,12,177.1,227,Very Unhealthy,151,UG/M3,Valid
1/2/2023 13:00,13,139.6,194,Unhealthy,104,UG/M3,Valid
1/2/2023 14:00,14,113.2,181,Unhealthy,87,UG/M3,Valid
1/2/2023 15:00,15,102.6,175,Unhealthy,92,UG/M3,Valid
1/2/2023 16:00,16,98.3,173,Unhealthy,94,UG/M3,Valid
1/2/2023 17:00,17,100.6,174,Unhealthy,103,UG/M3,Valid
1/2/2023 18:00,18,118.3,183,Unhealthy,136,UG/M3,Valid
1/2/2023 19:00,19,151.1,202,Very Unhealthy,184,UG/M3,Valid
1/2/2023 20:00,20,178,228,Very Unhealthy,205,UG/M3,Valid
1/2/2023 21:00,21,218.5,268,Very Unhealthy,259,UG/M3,Valid
1/2/2023 22:00,22,256.7,307,Hazardous,295,UG/M3,Valid
1/2/2023 23:00,23,266.9,317,Hazardous,277,UG/M3,Valid
1/3/2023 0:00,0,269.9,320,Hazardous,273,UG/M3,Valid
1/3/2023 1:00,1,257.5,308,Hazardous,245,UG/M3,Valid
1/3/2023 2:00,2,247.7,297,Very Unhealthy,238,UG/M3,Valid
1/3/2023 3:00,3,250.4,300,Very Unhealthy,253,UG/M3,Valid
1/3/2023 4:00,4,245.2,295,Very Unhealthy,240,UG/M3,Valid
1/3/2023 5:00,5,266.1,316,Hazardous,287,UG/M3,Valid
1/3/2023 6:00,6,261,311,Hazardous,259,UG/M3,Valid
1/3/2023 7:00,7,249.1,299,Very Unhealthy,224,UG/M3,Valid
1/3/2023 8:00,8,246.2,296,Very Unhealthy,231,UG/M3,Valid
1/3/2023 9:00,9,236.6,286,Very Unhealthy,215,UG/M3,Valid
1/3/2023 10:00,10,207.4,257,Very Unhealthy,173,UG/M3,Valid
1/3/2023 11:00,11,200.8,251,Very Unhealthy,191,UG/M3,Valid
1/3/2023 12:00,12,199.6,250,Very Unhealthy,198,UG/M3,Valid
1/3/2023 13:00,13,196.1,246,Very Unhealthy,191,UG/M3,Valid
1/3/2023 14:00,14,202.8,253,Very Unhealthy,213,UG/M3,Valid
1/3/2023 15:00,15,212.7,263,Very Unhealthy,228,UG/M3,Valid
1/3/2023 16:00,16,208.8,259,Very Unhealthy,203,UG/M3,Valid
1/3/2023 17:00,17,202.8,253,Very Unhealthy,192,UG/M3,Valid
1/3/2023 18:00,18,200,250,Very Unhealthy,191,UG/M3,Valid
1/3/2023 19:00,19,200,250,Very Unhealthy,201,UG/M3,Valid
1/3/2023 20:00,20,197.5,248,Very Unhealthy,191,UG/M3,Valid
1/3/2023 21:00,21,196.5,247,Very Unhealthy,194,UG/M3,Valid
1/3/2023 22:00,22,197.6,248,Very Unhealthy,197,UG/M3,Valid
1/3/2023 23:00,23,195.7,246,Very Unhealthy,188,UG/M3,Valid
1/4/2023 0:00,0,194.2,244,Very Unhealthy,188,UG/M3,Valid
1/4/2023 1:00,1,190.2,240,Very Unhealthy,179,UG/M3,Valid
1/4/2023 2:00,2,185.5,236,Very Unhealthy,174,UG/M3,Valid
1/4/2023 3:00,3,183.7,234,Very Unhealthy,170,UG/M3,Valid
1/4/2023 4:00,4,179.6,230,Very Unhealthy,166,UG/M3,Valid
1/4/2023 5:00,5,169.6,220,Very Unhealthy,150,UG/M3,Valid
1/4/2023 6:00,6,155.1,206,Very Unhealthy,134,UG/M3,Valid
1/4/2023 7:00,7,151.6,202,Very Unhealthy,143,UG/M3,Valid
1/4/2023 8:00,8,148.4,199,Unhealthy,142,UG/M3,Valid
1/4/2023 9:00,9,145.8,198,Unhealthy,141,UG/M3,Valid
1/4/2023 10:00,10,151.1,202,Very Unhealthy,162,UG/M3,Valid
1/4/2023 11:00,11,153.5,204,Very Unhealthy,160,UG/M3,Valid
1/4/2023 12:00,12,159,209,Very Unhealthy,176,UG/M3,Valid
1/4/2023 13:00,13,169.9,220,Very Unhealthy,192,UG/M3,Valid
1/4/2023 14:00,14,185.8,236,Very Unhealthy,209,UG/M3,Valid
1/4/2023 15:00,15,190.9,241,Very Unhealthy,200,UG/M3,Valid
1/4/2023 16:00,16,191,241,Very Unhealthy,191,UG/M3,Valid
1/4/2023 17:00,17,186.7,237,Very Unhealthy,179,UG/M3,Valid
1/4/2023 18:00,18,186.3,236,Very Unhealthy,186,UG/M3,Valid
1/4/2023 19:00,19,186,236,Very Unhealthy,185,UG/M3,Valid
1/4/2023 20:00,20,190.7,241,Very Unhealthy,200,UG/M3,Valid
1/4/2023 21:00,21,198.6,249,Very Unhealthy,220,UG/M3,Valid
1/4/2023 22:00,22,197,247,Very Unhealthy,192,UG/M3,Valid
1/4/2023 23:00,23,189.4,240,Very Unhealthy,167,UG/M3,Valid
1/5/2023 0:00,0,187.9,238,Very Unhealthy,183,UG/M3,Valid
1/5/2023 1:00,1,187.1,237,Very Unhealthy,185,UG/M3,Valid
1/5/2023 2:00,2,186.6,237,Very Unhealthy,186,UG/M3,Valid
1/5/2023 3:00,3,186.1,236,Very Unhealthy,185,UG/M3,Valid
1/5/2023 4:00,4,186.5,237,Very Unhealthy,188,UG/M3,Valid
1/5/2023 5:00,5,187.9,238,Very Unhealthy,192,UG/M3,Valid
1/5/2023 6:00,6,187.5,238,Very Unhealthy,186,UG/M3,Valid
1/5/2023 7:00,7,189.4,240,Very Unhealthy,195,UG/M3,Valid
1/5/2023 8:00,8,191.9,242,Very Unhealthy,200,UG/M3,Valid
1/5/2023 9:00,9,194.1,244,Very Unhealthy,207,UG/M3,Valid
1/5/2023 10:00,10,203.6,254,Very Unhealthy,225,UG/M3,Valid
1/5/2023 11:00,11,207.5,257,Very Unhealthy,229,UG/M3,Valid
1/5/2023 12:00,12,225.9,276,Very Unhealthy,259,UG/M3,Valid
1/5/2023 13:00,13,236.2,286,Very Unhealthy,260,UG/M3,Valid
1/5/2023 14:00,14,240.5,290,Very Unhealthy,250,UG/M3,Valid
1/5/2023 15:00,15,242.5,292,Very Unhealthy,247,UG/M3,Valid
1/5/2023 16:00,16,241.4,291,Very Unhealthy,238,UG/M3,Valid
1/5/2023 17:00,17,243,293,Very Unhealthy,246,UG/M3,Valid
1/5/2023 18:00,18,247.2,297,Very Unhealthy,260,UG/M3,Valid
1/5/2023 19:00,19,256.1,307,Hazardous,276,UG/M3,Valid
1/5/2023 20:00,20,264.5,315,Hazardous,285,UG/M3,Valid
1/5/2023 21:00,21,266.2,317,Hazardous,281,UG/M3,Valid
1/5/2023 22:00,22,263.4,314,Hazardous,253,UG/M3,Valid
1/5/2023 23:00,23,255.5,306,Hazardous,225,UG/M3,Valid
1/6/2023 0:00,0,241.4,291,Very Unhealthy,208,UG/M3,Valid
1/6/2023 1:00,1,231.5,281,Very Unhealthy,207,UG/M3,Valid
1/6/2023 2:00,2,218.8,269,Very Unhealthy,197,UG/M3,Valid
1/6/2023 3:00,3,211.9,262,Very Unhealthy,197,UG/M3,Valid
1/6/2023 4:00,4,203.3,253,Very Unhealthy,190,UG/M3,Valid
1/6/2023 5:00,5,197.1,247,Very Unhealthy,187,UG/M3,Valid
1/6/2023 6:00,6,194.1,244,Very Unhealthy,189,UG/M3,Valid
1/6/2023 7:00,7,194.6,245,Very Unhealthy,196,UG/M3,Valid
1/6/2023 8:00,8,201.7,252,Very Unhealthy,216,UG/M3,Valid
1/6/2023 9:00,9,210,260,Very Unhealthy,235,UG/M3,Valid
1/6/2023 10:00,10,214.8,265,Very Unhealthy,238,UG/M3,Valid
1/6/2023 11:00,11,220.3,270,Very Unhealthy,239,UG/M3,Valid
1/6/2023 12:00,12,226.5,276,Very Unhealthy,243,UG/M3,Valid
1/6/2023 13:00,13,231.1,281,Very Unhealthy,244,UG/M3,Valid
1/6/2023 14:00,14,228.7,278,Very Unhealthy,220,UG/M3,Valid
1/6/2023 15:00,15,225.5,275,Very Unhealthy,214,UG/M3,Valid
1/6/2023 16:00,16,221.5,271,Very Unhealthy,208,UG/M3,Valid
1/6/2023 17:00,17,217.4,267,Very Unhealthy,202,UG/M3,Valid
1/6/2023 18:00,18,221.1,271,Very Unhealthy,230,UG/M3,Valid
1/6/2023 19:00,19,229.9,280,Very Unhealthy,259,UG/M3,Valid
1/6/2023 20:00,20,239.7,289,Very Unhealthy,267,UG/M3,Valid
1/6/2023 21:00,21,246.1,296,Very Unhealthy,265,UG/M3,Valid
1/6/2023 22:00,22,253.2,304,Hazardous,271,UG/M3,Valid
1/6/2023 23:00,23,255.1,306,Hazardous,260,UG/M3,Valid
1/7/2023 0:00,0,249.6,299,Very Unhealthy,234,UG/M3,Valid
1/7/2023 1:00,1,241.6,291,Very Unhealthy,219,UG/M3,Valid
1/7/2023 2:00,2,234.5,284,Very Unhealthy,214,UG/M3,Valid
1/7/2023 3:00,3,229.8,280,Very Unhealthy,216,UG/M3,Valid
1/7/2023 4:00,4,224.8,275,Very Unhealthy,210,UG/M3,Valid
1/7/2023 5:00,5,223.7,274,Very Unhealthy,214,UG/M3,Valid
1/7/2023 6:00,6,214.8,265,Very Unhealthy,198,UG/M3,Valid
1/7/2023 7:00,7,211.6,262,Very Unhealthy,204,UG/M3,Valid
1/7/2023 8:00,8,210.2,260,Very Unhealthy,208,UG/M3,Valid
1/7/2023 9:00,9,199.6,250,Very Unhealthy,182,UG/M3,Valid
1/7/2023 10:00,10,198.4,248,Very Unhealthy,194,UG/M3,Valid
1/7/2023 11:00,11,202.8,253,Very Unhealthy,211,UG/M3,Valid
1/7/2023 12:00,12,218.1,268,Very Unhealthy,257,UG/M3,Valid
1/7/2023 13:00,13,243.5,293,Very Unhealthy,283,UG/M3,Valid
1/7/2023 14:00,14,247.3,297,Very Unhealthy,254,UG/M3,Valid
1/7/2023 15:00,15,245.5,295,Very Unhealthy,242,UG/M3,Valid
1/7/2023 16:00,16,244.6,294,Very Unhealthy,243,UG/M3,Valid
1/7/2023 17:00,17,243,293,Very Unhealthy,240,UG/M3,Valid
1/7/2023 18:00,18,244.5,294,Very Unhealthy,247,UG/M3,Valid
1/7/2023 19:00,19,234.7,284,Very Unhealthy,217,UG/M3,Valid
1/7/2023 20:00,20,229.8,280,Very Unhealthy,221,UG/M3,Valid
1/7/2023 21:00,21,223.5,273,Very Unhealthy,207,UG/M3,Valid
1/7/2023 22:00,22,219.7,270,Very Unhealthy,205,UG/M3,Valid
1/7/2023 23:00,23,222.1,272,Very Unhealthy,228,UG/M3,Valid
1/8/2023 0:00,0,228.3,278,Very Unhealthy,245,UG/M3,Valid
1/8/2023 1:00,1,244.2,294,Very Unhealthy,285,UG/M3,Valid
1/8/2023 2:00,2,237.8,288,Very Unhealthy,222,UG/M3,Valid
1/8/2023 3:00,3,223.8,274,Very Unhealthy,193,UG/M3,Valid
1/8/2023 4:00,4,225.7,276,Very Unhealthy,230,UG/M3,Valid
1/8/2023 5:00,5,235.2,285,Very Unhealthy,255,UG/M3,Valid
1/8/2023 6:00,6,219.7,270,Very Unhealthy,189,UG/M3,Valid
1/8/2023 7:00,7,204.9,255,Very Unhealthy,181,UG/M3,Valid
1/8/2023 8:00,8,202,252,Very Unhealthy,197,UG/M3,Valid
1/8/2023 9:00,9,199.8,250,Very Unhealthy,196,UG/M3,Valid
1/8/2023 10:00,10,199.8,250,Very Unhealthy,200,UG/M3,Valid
1/8/2023 11:00,11,205,255,Very Unhealthy,214,UG/M3,Valid
1/8/2023 12:00,12,226.5,276,Very Unhealthy,264,UG/M3,Valid
1/8/2023 13:00,13,248.4,298,Very Unhealthy,286,UG/M3,Valid
1/8/2023 14:00,14,249.8,299,Very Unhealthy,252,UG/M3,Valid
1/8/2023 15:00,15,250.7,301,Hazardous,252,UG/M3,Valid
1/8/2023 16:00,16,256.3,307,Hazardous,266,UG/M3,Valid
1/8/2023 17:00,17,263.2,314,Hazardous,275,UG/M3,Valid
1/8/2023 18:00,18,276.1,326,Hazardous,295,UG/M3,Valid
1/8/2023 19:00,19,347.6,397,Hazardous,414,UG/M3,Valid
1/8/2023 20:00,20,448.8,466,Hazardous,550,UG/M3,Valid
1/8/2023 21:00,21,473.9,482,Hazardous,499,UG/M3,Valid
1/8/2023 22:00,22,451,467,Hazardous,428,UG/M3,Valid
1/8/2023 23:00,23,453,469,Hazardous,455,UG/M3,Valid
1/9/2023 0:00,0,388.5,426,Hazardous,324,UG/M3,Valid
1/9/2023 1:00,1,354.2,403,Hazardous,320,UG/M3,Valid
1/9/2023 2:00,2,312.1,362,Hazardous,270,UG/M3,Valid
1/9/2023 3:00,3,274.5,325,Hazardous,237,UG/M3,Valid
1/9/2023 4:00,4,246.2,296,Very Unhealthy,218,UG/M3,Valid
1/9/2023 5:00,5,240.1,290,Very Unhealthy,234,UG/M3,Valid
1/9/2023 6:00,6,234.5,284,Very Unhealthy,229,UG/M3,Valid
1/9/2023 7:00,7,230.7,280,Very Unhealthy,227,UG/M3,Valid
1/9/2023 8:00,8,235.3,285,Very Unhealthy,240,UG/M3,Valid
1/9/2023 9:00,9,243.6,293,Very Unhealthy,252,UG/M3,Valid
1/9/2023 10:00,10,260.3,311,Hazardous,277,UG/M3,Valid
1/9/2023 11:00,11,256.3,307,Hazardous,262,UG/M3,Valid
1/9/2023 12:00,12,236.8,287,Very Unhealthy,202,UG/M3,Valid
1/9/2023 13:00,13,222.3,272,Very Unhealthy,189,UG/M3,Valid
1/9/2023 14:00,14,194.2,244,Very Unhealthy,163,UG/M3,Valid
1/9/2023 15:00,15,142.2,196,Unhealthy,98,UG/M3,Valid
1/9/2023 16:00,16,117.6,183,Unhealthy,93,UG/M3,Valid
1/9/2023 17:00,17,133.3,191,Unhealthy,149,UG/M3,Valid
1/9/2023 18:00,18,181.6,232,Very Unhealthy,230,UG/M3,Valid
1/9/2023 19:00,19,230.3,280,Very Unhealthy,279,UG/M3,Valid
1/9/2023 20:00,20,257.1,308,Hazardous,284,UG/M3,Valid
1/9/2023 21:00,21,284,334,Hazardous,311,UG/M3,Valid
1/9/2023 22:00,22,297.5,348,Hazardous,311,UG/M3,Valid
1/9/2023 23:00,23,333.2,383,Hazardous,369,UG/M3,Valid
1/10/2023 0:00,0,326.6,376,Hazardous,320,UG/M3,Valid
1/10/2023 1:00,1,289.3,339,Hazardous,252,UG/M3,Valid
1/10/2023 2:00,2,250.1,300,Very Unhealthy,211,UG/M3,Valid
1/10/2023 3:00,3,224,274,Very Unhealthy,198,UG/M3,Valid
1/10/2023 4:00,4,212.5,262,Very Unhealthy,201,UG/M3,Valid
1/10/2023 5:00,5,198.8,249,Very Unhealthy,185,UG/M3,Valid
1/10/2023 6:00,6,188.3,238,Very Unhealthy,178,UG/M3,Valid
1/10/2023 7:00,7,185.1,235,Very Unhealthy,182,UG/M3,Valid
1/10/2023 8:00,8,197,247,Very Unhealthy,209,UG/M3,Valid
1/10/2023 9:00,9,214,264,Very Unhealthy,231,UG/M3,Valid
1/10/2023 10:00,10,227.5,277,Very Unhealthy,241,UG/M3,Valid
1/10/2023 11:00,11,220.4,270,Very Unhealthy,215,UG/M3,Valid
1/10/2023 12:00,12,213.2,263,Very Unhealthy,206,UG/M3,Valid
1/10/2023 13:00,13,182.2,232,Very Unhealthy,139,UG/M3,Valid
1/10/2023 14:00,14,138.6,194,Unhealthy,101,UG/M3,Valid
1/10/2023 15:00,15,98.2,173,Unhealthy,58,UG/M3,Valid
1/10/2023 16:00,16,78.1,163,Unhealthy,58,UG/M3,Valid
1/10/2023 17:00,17,76,162,Unhealthy,74,UG/M3,Valid
1/10/2023 18:00,18,108,178,Unhealthy,140,UG/M3,Valid
1/10/2023 19:00,19,151,201,Very Unhealthy,194,UG/M3,Valid
1/10/2023 20:00,20,184,234,Very Unhealthy,217,UG/M3,Valid
1/10/2023 21:00,21,212,262,Very Unhealthy,240,UG/M3,Valid
1/10/2023 22:00,22,224,274,Very Unhealthy,236,UG/M3,Valid
1/10/2023 23:00,23,221,271,Very Unhealthy,218,UG/M3,Valid
1/11/2023 0:00,0,228.5,278,Very Unhealthy,236,UG/M3,Valid
1/11/2023 1:00,1,219.2,269,Very Unhealthy,210,UG/M3,Valid
1/11/2023 2:00,2,209.6,260,Very Unhealthy,200,UG/M3,Valid
1/11/2023 3:00,3,204.8,255,Very Unhealthy,200,UG/M3,Valid
1/11/2023 4:00,4,208.4,258,Very Unhealthy,212,UG/M3,Valid
1/11/2023 5:00,5,223.4,273,Very Unhealthy,243,UG/M3,Valid
1/11/2023 6:00,6,223.7,274,Very Unhealthy,239,UG/M3,Valid
1/11/2023 7:00,7,236.9,287,Very Unhealthy,269,UG/M3,Valid
1/11/2023 8:00,8,265.5,316,Hazardous,308,UG/M3,Valid
1/11/2023 9:00,9,272.8,323,Hazardous,286,UG/M3,Valid
1/11/2023 10:00,10,274.3,325,Hazardous,277,UG/M3,Valid
1/11/2023 11:00,11,262,312,Hazardous,239,UG/M3,Valid
1/11/2023 12:00,12,241.2,291,Very Unhealthy,203,UG/M3,Valid
1/11/2023 13:00,13,184.5,235,Very Unhealthy,138,UG/M3,Valid
1/11/2023 14:00,14,155.7,206,Very Unhealthy,127,UG/M3,Valid
1/11/2023 15:00,15,142.3,196,Unhealthy,129,UG/M3,Valid
1/11/2023 16:00,16,144.1,197,Unhealthy,146,UG/M3,Valid
1/11/2023 17:00,17,156,206,Very Unhealthy,168,UG/M3,Valid
1/11/2023 18:00,18,179.5,230,Very Unhealthy,203,UG/M3,Valid
1/11/2023 19:00,19,210.2,260,Very Unhealthy,241,UG/M3,Valid
1/11/2023 20:00,20,238.1,288,Very Unhealthy,266,UG/M3,Valid
1/11/2023 21:00,21,251.5,302,Hazardous,265,UG/M3,Valid
1/11/2023 22:00,22,252.2,303,Hazardous,253,UG/M3,Valid
1/11/2023 23:00,23,253.1,304,Hazardous,254,UG/M3,Valid
1/12/2023 0:00,0,254.5,305,Hazardous,256,UG/M3,Valid
1/12/2023 1:00,1,253.8,304,Hazardous,253,UG/M3,Valid
1/12/2023 2:00,2,249.9,300,Very Unhealthy,246,UG/M3,Valid
1/12/2023 3:00,3,247.8,297,Very Unhealthy,245,UG/M3,Valid
1/12/2023 4:00,4,254.2,305,Hazardous,264,UG/M3,Valid
1/12/2023 5:00,5,256.3,307,Hazardous,266,UG/M3,Valid
1/12/2023 6:00,6,256.5,307,Hazardous,261,UG/M3,Valid
1/12/2023 7:00,7,257.6,308,Hazardous,261,UG/M3,Valid
1/12/2023 8:00,8,263.1,313,Hazardous,288,UG/M3,Valid
1/12/2023 9:00,9,263.6,314,Hazardous,266,UG/M3,Valid
1/12/2023 10:00,10,262.1,312,Hazardous,254,UG/M3,Valid
1/12/2023 11:00,11,256.1,307,Hazardous,231,UG/M3,Valid
1/12/2023 12:00,12,252.7,303,Hazardous,240,UG/M3,Valid
1/12/2023 13:00,13,258.7,309,Hazardous,281,UG/M3,Valid
1/12/2023 14:00,14,257.5,308,Hazardous,252,UG/M3,Valid
1/12/2023 15:00,15,236.7,286,Very Unhealthy,195,UG/M3,Valid
1/12/2023 16:00,16,211.9,262,Very Unhealthy,178,UG/M3,Valid
1/12/2023 17:00,17,199.6,250,Very Unhealthy,180,UG/M3,Valid
1/12/2023 18:00,18,196.2,246,Very Unhealthy,191,UG/M3,Valid
1/12/2023 19:00,19,207.9,258,Very Unhealthy,227,UG/M3,Valid
1/12/2023 20:00,20,221.9,272,Very Unhealthy,246,UG/M3,Valid
1/12/2023 21:00,21,254.5,305,Hazardous,300,UG/M3,Valid
1/12/2023 22:00,22,283,333,Hazardous,316,UG/M3,Valid
1/12/2023 23:00,23,315,365,Hazardous,344,UG/M3,Valid
1/13/2023 0:00,0,356.9,405,Hazardous,397,UG/M3,Valid
1/13/2023 1:00,1,378,419,Hazardous,399,UG/M3,Valid
1/13/2023 2:00,2,420,447,Hazardous,462,UG/M3,Valid
1/13/2023 3:00,3,456,471,Hazardous,492,UG/M3,Valid
1/13/2023 4:00,4,462,475,Hazardous,468,UG/M3,Valid
1/13/2023 5:00,5,504.5,503,Hazardous,547,UG/M3,Valid
1/13/2023 6:00,6,496.3,497,Hazardous,488,UG/M3,Valid
1/13/2023 7:00,7,463.1,475,Hazardous,430,UG/M3,Valid
1/13/2023 8:00,8,439.7,460,Hazardous,409,UG/M3,Valid
1/13/2023 9:00,9,502.9,502,Hazardous,579,UG/M3,Valid
1/13/2023 10:00,10,506.4,504,Hazardous,518,UG/M3,Valid
1/13/2023 11:00,11,415.8,444,Hazardous,308,UG/M3,Valid
1/13/2023 12:00,12,341.6,391,Hazardous,273,UG/M3,Valid
1/13/2023 13:00,13,285.3,335,Hazardous,229,UG/M3,Valid
1/13/2023 14:00,14,276.6,327,Hazardous,268,UG/M3,Valid
1/13/2023 15:00,15,221.7,272,Very Unhealthy,167,UG/M3,Valid
1/13/2023 16:00,16,194.3,244,Very Unhealthy,167,UG/M3,Valid
1/13/2023 17:00,17,180.1,230,Very Unhealthy,166,UG/M3,Valid
1/13/2023 18:00,18,213,263,Very Unhealthy,246,UG/M3,Valid
1/13/2023 19:00,19,293,343,Hazardous,373,UG/M3,Valid
1/13/2023 20:00,20,339.5,389,Hazardous,386,UG/M3,Valid
1/13/2023 21:00,21,376.2,418,Hazardous,413,UG/M3,Valid
1/13/2023 22:00,22,399.1,433,Hazardous,422,UG/M3,Valid
1/13/2023 23:00,23,425.5,451,Hazardous,452,UG/M3,Valid
1/14/2023 0:00,0,421.3,448,Hazardous,417,UG/M3,Valid
1/14/2023 1:00,1,361.1,408,Hazardous,301,UG/M3,Valid
1/14/2023 2:00,2,324,374,Hazardous,287,UG/M3,Valid
1/14/2023 3:00,3,315,365,Hazardous,306,UG/M3,Valid
1/14/2023 4:00,4,309,359,Hazardous,303,UG/M3,Valid
1/14/2023 5:00,5,323.7,374,Hazardous,338,UG/M3,Valid
1/14/2023 6:00,6,334.9,385,Hazardous,350,UG/M3,Valid
1/14/2023 7:00,7,346.2,396,Hazardous,366,UG/M3,Valid
1/14/2023 8:00,8,280.1,330,Hazardous,209,UG/M3,Valid
1/14/2023 9:00,9,250.5,301,Hazardous,221,UG/M3,Valid
1/14/2023 10:00,10,182.2,232,Very Unhealthy,114,UG/M3,Valid
1/14/2023 11:00,11,160,210,Very Unhealthy,138,UG/M3,Valid
1/14/2023 12:00,12,165.5,216,Very Unhealthy,171,UG/M3,Valid
1/14/2023 13:00,13,171.2,222,Very Unhealthy,177,UG/M3,Valid
1/14/2023 14:00,14,177.1,227,Very Unhealthy,183,UG/M3,Valid
1/14/2023 15:00,15,186.5,237,Very Unhealthy,196,UG/M3,Valid
1/14/2023 16:00,16,189.2,239,Very Unhealthy,192,UG/M3,Valid
1/14/2023 17:00,17,201.1,251,Very Unhealthy,213,UG/M3,Valid
1/14/2023 18:00,18,213,263,Very Unhealthy,225,UG/M3,Valid
1/14/2023 19:00,19,225,275,Very Unhealthy,237,UG/M3,Valid
1/14/2023 20:00,20,231.5,281,Very Unhealthy,238,UG/M3,Valid
1/14/2023 21:00,21,236.2,286,Very Unhealthy,241,UG/M3,Valid
1/14/2023 22:00,22,235.2,285,Very Unhealthy,237,UG/M3,Valid
1/14/2023 23:00,23,247.5,297,Very Unhealthy,271,UG/M3,Valid
1/15/2023 0:00,0,253.9,304,Hazardous,268,UG/M3,Valid
1/15/2023 1:00,1,252.3,303,Hazardous,251,UG/M3,Valid
1/15/2023 2:00,2,250,300,Very Unhealthy,247,UG/M3,Valid
1/15/2023 3:00,3,242.6,292,Very Unhealthy,224,UG/M3,Valid
1/15/2023 4:00,4,240.1,290,Very Unhealthy,228,UG/M3,Valid
1/15/2023 5:00,5,233.5,283,Very Unhealthy,211,UG/M3,Valid
1/15/2023 6:00,6,224.2,274,Very Unhealthy,202,UG/M3,Valid
1/15/2023 7:00,7,227,277,Very Unhealthy,235,UG/M3,Valid
1/15/2023 8:00,8,235,285,Very Unhealthy,258,UG/M3,Valid
1/15/2023 9:00,9,234.4,284,Very Unhealthy,233,UG/M3,Valid
1/15/2023 10:00,10,221,271,Very Unhealthy,190,UG/M3,Valid
1/15/2023 11:00,11,190.5,241,Very Unhealthy,155,UG/M3,Valid
1/15/2023 12:00,12,149,199,Unhealthy,114,UG/M3,Valid
1/15/2023 13:00,13,129,189,Unhealthy,109,UG/M3,Valid
1/15/2023 14:00,14,96.4,172,Unhealthy,64,UG/M3,Valid
1/15/2023 15:00,15,78.7,163,Unhealthy,61,UG/M3,Valid
1/15/2023 16:00,16,73.3,160,Unhealthy,68,UG/M3,Valid
1/15/2023 17:00,17,79.6,163,Unhealthy,86,UG/M3,Valid
1/15/2023 18:00,18,97.3,173,Unhealthy,115,UG/M3,Valid
1/15/2023 19:00,19,131.6,190,Unhealthy,166,UG/M3,Valid
1/15/2023 20:00,20,163.3,214,Very Unhealthy,195,UG/M3,Valid
1/15/2023 21:00,21,191.1,241,Very Unhealthy,219,UG/M3,Valid
1/15/2023 22:00,22,221.5,271,Very Unhealthy,252,UG/M3,Valid
1/15/2023 23:00,23,232.8,283,Very Unhealthy,244,UG/M3,Valid
1/16/2023 0:00,0,219.9,270,Very Unhealthy,207,UG/M3,Valid
